X,Y,OBJECTID,BRIDGE_ID,featint,county,facility,location,owner,yearbuilt,NHS_indicator,mrm_english,open_posted_closed,suff_rate,roadwidth,StructureType,Bridge_Condition,Bridge_Name
2733385.456,294092.9999,1912503,29213140,LAKE POINSETT INLET,29 HAMLIN,SD028,3.3 E JCT US 81, 1 State Highway Agency,1951,0 Not on NHS,345.23001,"A Open, no restriction",75.400002,30,bridge,fair,-1
2794853.507,169424.4064,1912504,6142200,BIG SIOUX RV OVERFLOW,06 BROOKINGS,216TH STREET,4S & 2.8W BROOKINGS, 2 County Hwy Agency,1955,0 Not on NHS,0,"A Open, no restriction",56.799999,23.999,bridge,fair,-1
2507140.044,84015.21532,1912505,56190106,REDSTONE CK,56 SANBORN,413TH AVE.,1 W 2.4 N ARTESIAN, 2 County Hwy Agency,1930,0 Not on NHS,0,P Posted for load,56,25.499,bridge,fair,-1
2738998.625,-55191.28186,1912506,50020141,SD019,50 MINNEHAHA,I090 W,SD 19 INTERCHANGE, 1 State Highway Agency,2023,1 On the NHS,379.66,"A Open, no restriction",93.699997,40,bridge,good,
2823105.164,-155381.1635,1912507,42070098,Beaver Creek,42 LINCOLN,471st Avenue,2.2N & 1W of Worthing, 2 County Hwy Agency,1935,0 Not on NHS,0,"A Open, no restriction",76.800003,17.999,bridge,fair,-1
1204339.675,698461.1806,1912508,32520166,CK,32 HARDING,SD079,11.6 N JCT SD 20, 1 State Highway Agency,1962,0 Not on NHS,215.52,"A Open, no restriction",98.599998,30,bridge,good,-1
2701013.147,287890.5074,1912509,29151149,LAKE NORDEN OUTLET,29 HAMLIN,SD028,1.5 E JCT SD 21 N, 1 State Highway Agency,1949,0 Not on NHS,338.10001,"A Open, no restriction",87.300003,30,bridge,fair,-1
1580072.404,504895.8378,1912510,69249183,MOREAU RV,69 ZIEBACH,IRR SD065,12.8 S JCT SD 20, 1 State Highway Agency,1972,0 Not on NHS,176.84,"A Open, no restriction",79.900002,36.00065617,bridge,fair,SGT Richard R. Maynard
2272506.337,611818.1092,1912511,23436060,Snake Creek,23 EDMUNDS,130th Street,10.6E & 4N of Ipswich, 2 County Hwy Agency,1980,0 Not on NHS,0,P Posted for load,40.900002,32.5,bridge,poor,-1
2502924.501,-152553.3781,1912513,34063071,PONY CK,34 HUTCHINSON,TOWN STREET,MAPLE ST PARKSTON, 3 Town/Township Hwy Age,2011,0 Not on NHS,0,"A Open, no restriction",92.699997,36.167,bridge,fair,-1
2314660.782,491237.3707,1912514,58029050,Snake Creek,58 SPINK,153rd Street,1.0N 4.1W NORTHVILLE, 2 County Hwy Agency,1913,0 Not on NHS,0,P Posted for load,36.900002,23.799,bridge,poor,-1
1120759.349,306305.3508,1912515,10395403,BELLE FOURCHE RV,10 BUTTE,BISMARCK BRANCH RD,8.6E 6.2S NEWELL, 2 County Hwy Agency,2007,0 Not on NHS,0,"A Open, no restriction",81,17.3,bridge,good,VALE CUT OFF BF RV BRIDG
2894115.454,12868.65485,1912518,50320025,PIPESTONE CREEK,50 MINNEHAHA,486TH AVENUE,1W & 3.5N SHERMAN, 2 County Hwy Agency,1979,0 Not on NHS,0,"A Open, no restriction",81.099998,31.7,bridge,fair,-1
2722764.474,-108396.7401,1912519,63122000,EAST FORK VERMILLION RV,63 TURNER,45220 268 ST.,7N & 0.8W PARKER, 2 County Hwy Agency,1970,0 Not on NHS,0,"A Open, no restriction",78.699997,30.29855643,bridge,fair,-1
1968500,60764.01674,1912521,68121139,BEAVER CK,68 YANKTON,US081 N,4.1 N JCT SD 50, 1 State Highway Agency,2024,1 On the NHS,0,G New-Not Yet Open,,36,bridge,good,_
2261640.923,160885.6062,1912522,30211430,CK,30 HAND,215TH ST,17S & 5.1E MILLER, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",50.599998,17.99868766,bridge,poor,-1
1032353.725,112438.4108,1912523,52246298,RAPID CK,52 PENNINGTON,SHERMAN STREET,SILVER CITY, 2 County Hwy Agency,2023,0 Not on NHS,0,"A Open, no restriction",89.5,24,bridge,good,
1119926.975,218972.9739,1912525,47160451,CK,47 MEADE,MIDDLE ALKALI RD.,13E & 2.1S STURGIS, 2 County Hwy Agency,1965,0 Not on NHS,0,"A Open, no restriction",86.699997,23.1,bridge,fair,-1
2458638.668,-286341.0991,1912526,12570324,Creek,12 CHARLES MIX,30040 401st Avenue,0.4S & 1.0E of Dante, 2 County Hwy Agency,1945,0 Not on NHS,0,"A Open, no restriction",79.699997,19.8,bridge,fair,-1
1411585.145,330403.423,1912528,47713218,RED OWL CK,47 MEADE,OLD MARCUS RD.,8 N 1 E PLAINVIEW, 2 County Hwy Agency,1991,0 Not on NHS,0,"A Open, no restriction",92.599998,28,bridge,fair,-1
2123688.653,-9165.870958,1912529,43475267,COOPER SCHOOL RD,43 LYMAN,I090 W,1 W OACOMA INTERCH, 1 State Highway Agency,1971,1 On the NHS,259.51999,"A Open, no restriction",89.300003,38,bridge,good,
2724672.83,-302552.5867,1912530,68233140,Turkey Creek,68 YANKTON,45130 305 ST,1 N & 0.3 E Volin, 2 County Hwy Agency,1989,0 Not on NHS,0,"A Open, no restriction",80.699997,23.501,bridge,fair,-1
2360582.781,654630.1036,1912531,7125220,Elm River,07 BROWN,122nd Street,2S & 1.5E of Westport, 2 County Hwy Agency,2010,0 Not on NHS,0,"A Open, no restriction",100,28,bridge,good,-1
2316340.065,151186.8805,1912532,3014270,Creek,03 BEADLE,217th Street,9.7W & 12S of Wolsey, 2 County Hwy Agency,1930,0 Not on NHS,0,K Closed to all traffic,33.900002,19.902,bridge,poor,-1
1909235.836,721293.3771,1912533,11120090,Spring Creek,11 CAMPBELL,109TH Street,1.5 S & 8 W of Herreid, 2 County Hwy Agency,1958,0 Not on NHS,0,"A Open, no restriction",69.599998,23.999,bridge,fair,-1
2876884.35,-333812.12,1912534,64096150,WEST UNION CK,64 UNION,47960 312TH ST,11.5S & 0.6E ALCESTER, 2 County Hwy Agency,1986,0 Not on NHS,0,P Posted for load,48.799999,27.5,bridge,poor,-1
2516146.516,-127997.17,1912536,34090025,COFFEE CK,34 HUTCHINSON,27050 413 AVE.,"5.5N,3.0E PARKSTON", 2 County Hwy Agency,1992,0 Not on NHS,0,"A Open, no restriction",81.099998,25,bridge,good,_
1199702.62,382430.7684,1912537,10537255,CK,10 BUTTE,OLD HWY 212,8.5N 21.8 E NEWELL, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,39.900002,23.701,bridge,poor,_
1425809.076,34399.46055,1912538,52A00420,BIG FOOTE RD (FAS),52 PENNINGTON,I090 E,9.4 SE US 14 INTERCHANGE, 1 State Highway Agency,1973,1 On the NHS,121.98,"A Open, no restriction",94,40,bridge,fair,-1
1163009.486,153728.4844,1912539,47249570,ELK CK,47 MEADE,220TH,14S 21.9E OF STURGIS, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,65.5,21.2,bridge,fair,
1085757.634,342923.6207,1912540,10324337,DRY CK,10 BUTTE,US212,1.5 NE OF NEWELL, 1 State Highway Agency,1956,1 On the NHS,40.630001,"A Open, no restriction",91.300003,30,bridge,fair,-1
2729722.132,453141.7005,1912542,15216078,"CK, BURLINGTON NOR RR",15 CODINGTON,I029 N,4.8 S SD 20 INTERCH, 1 State Highway Agency,1974,1 On the NHS,188.17,"A Open, no restriction",91.800003,40,bridge,fair,-1
2147278.673,437928.0823,1912543,25130147,S Fork Snake Creek,25 FAULK,343rd Avenue,9W FAULKTON, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",62.599998,24.301,bridge,poor,-1
2523858.1,51000.8883,1912544,56220169,CK,56 SANBORN,416TH AVE.,1.5E & 3.9S ARTESIAN, 2 County Hwy Agency,1920,0 Not on NHS,0,P Posted for load,50.099998,19.685,bridge,poor,-1
974503.1137,325806.0241,1912545,10115379,REDWATER CANAL,10 BUTTE,SNOMA ROAD,1 MI EAST BELLE F., 2 County Hwy Agency,1975,0 Not on NHS,0,"A Open, no restriction",84.900002,26.9,bridge,fair,_
2052462.573,-91861.44146,1912546,62280133,MOCCASIN CK,62 TRIPP,SD049,1 S OF HAMILL, 1 State Highway Agency,1973,0 Not on NHS,41.099998,"A Open, no restriction",83.400002,32.00131234,bridge,fair,-1
1743356.148,-74792.5107,1912547,48200168,COTTONWOOD CK,48 MELLETTE,COUNTY HIGHWAY #7,5W & 4.2N WHITE RV, 2 County Hwy Agency,1982,0 Not on NHS,0,"A Open, no restriction",56.099998,30,bridge,poor,-1
2762426.934,295064.326,1912548,29267140,Big Sioux River,29 HAMLIN,192nd Street,2N & 2.3W of Estelline, 2 County Hwy Agency,2001,0 Not on NHS,0,"A Open, no restriction",100,30,bridge,good,-1
1988069.769,49757.21165,1912549,43220156,Grouse Creek,43 LYMAN,312th Avenue,3W & 4.4N of Kennebec, 2 County Hwy Agency,2001,0 Not on NHS,0,"A Open, no restriction",92.699997,30.1,bridge,good,-1
2808907.023,-65413.09344,1912550,50152165,WILLOW CK,50 MINNEHAHA,I090 W,3 W I 29 INTERCH, 1 State Highway Agency,1961,1 On the NHS,393.64001,"A Open, no restriction",96.599998,38,bridge,fair,
2270053.314,-151193.9025,1912551,12219060,Platte Creek,12 CHARLES MIX,36590 274th Street,2.0N & 1.1W of Platte, 2 County Hwy Agency,1979,0 Not on NHS,0,"A Open, no restriction",71.099998,19.649,bridge,fair,-1
1652091.958,-84753.99242,1912552,48023189,BLACK PIPE CK,48 MELLETTE,IRR AR SD063,2.3 N JCT SD 44 E, 1 State Highway Agency,1959,0 Not on NHS,56.330002,"A Open, no restriction",99.400002,30,bridge,fair,-1
1939268.737,462156.9449,1912553,54144100,LITTLE CHEYENNE CK,54 POTTER,158 STREET,8.6W & 6N GETTYSBURG, 2 County Hwy Agency,1978,0 Not on NHS,0,"A Open, no restriction",97,30.699,bridge,fair,-1
1765796.806,-96563.57215,1912554,48243210,LITTLE WHITE RV,48 MELLETTE,SD044,0.7 W JCT US 83, 1 State Highway Agency,1973,0 Not on NHS,196.50999,"A Open, no restriction",83,36.00065617,bridge,fair,2023 Naming Candidate
2202922.746,32832.58376,1912555,8179010,SMITH CK,08 BRULE,239 STREET,3.9E & 10N PUKWANA, 2 County Hwy Agency,1959,0 Not on NHS,0,P Posted for load,77.900002,23.99934383,bridge,fair,-1
1921385.479,170872.2959,1912556,59493328,ANTELOPE CK,59 STANLEY,SD1806,11.2 SE JCT US 83, 1 State Highway Agency,1981,0 Not on NHS,170.23,"A Open, no restriction",99.599998,32.00131234,bridge,good,-1
2253416.957,590502.8825,1912557,23398100,PREACHERS RUN CK,23 EDMUNDS,US012,6.7 E OF IPSWICH, 1 State Highway Agency,1974,1 On the NHS,269.88,"A Open, no restriction",83.599998,43.99934383,bridge,fair,-1
1931676.574,336865.3379,1912558,60280096,Okobojo Creek,60 SULLY,301 AVENUE,3W & 3.4N ONIDA, 2 County Hwy Agency,1961,0 Not on NHS,0,"A Open, no restriction",56.700001,23.7992126,bridge,poor,-1
2385099.492,119673.6155,1912560,37260033,SAND CK,37 JERAULD,390 AVENUE,2.5W 2.3S ALPENA, 2 County Hwy Agency,1973,0 Not on NHS,0,"A Open, no restriction",70.099998,26.4,bridge,fair,-1
2538272.068,-158553.164,1912561,34130084,NORTH BR DRY CK,34 HUTCHINSON,27640 417 AVE,6 E 0.4 S PARKSTON, 2 County Hwy Agency,1991,0 Not on NHS,0,"A Open, no restriction",81.099998,24.8,bridge,good,_
1776468.381,99382.92671,1912562,38168045,White Clay Creek,38 JONES,227th Street,14.5N & 0.2W Murdo, 2 County Hwy Agency,1965,0 Not on NHS,0,P Posted for load,35.799999,19.2,bridge,poor,-1
1558944.183,4892.228878,1912565,36295111,WHITE WILLOW CK,36 JACKSON,I090 E,1.3 W KADOKA INTERCH, 1 State Highway Agency,1967,1 On the NHS,148.74001,"A Open, no restriction",96.800003,37.99868766,bridge,fair,
2817936.795,17017.31355,1912566,50175010,245 ST,50 MINNEHAHA,I029 S,1 N SD 115 INTERCH, 1 State Highway Agency,1963,1 On the NHS,99.489998,"A Open, no restriction",95.5,38,bridge,good,
2820250.464,270636.619,1912567,6197010,NORTH DEER CK,06 BROOKINGS,197TH STREET,15N & 2.7E BROOKINGS, 2 County Hwy Agency,1974,0 Not on NHS,0,"A Open, no restriction",71.099998,30.3,bridge,fair,
2825762.766,218008.8404,1912568,6203110,SIX MILE CK,06 BROOKINGS,207TH STREET,5N & 3.3E BROOKINGS, 2 County Hwy Agency,1974,0 Not on NHS,0,"A Open, no restriction",99.900002,30.10170604,bridge,fair,-1
2814798.523,249351.6218,1912570,6184050,201 ST,06 BROOKINGS,I029 S,3 N SD 30 INTERCH, 1 State Highway Agency,1970,1 On the NHS,143.8,"A Open, no restriction",89.300003,37.99868766,bridge,fair,-1
2071950.487,247024.7873,1912571,35030262,SOUTH MEDICINE CK,35 HYDE,328TH AVENUE,1.2 S HOLABIRD, 2 County Hwy Agency,1967,0 Not on NHS,0,"A Open, no restriction",69.900002,30.29855643,bridge,fair,-1
2582129.345,-343738.3321,1912573,5231209,Creek,05 BON HOMME,The Colony Road,2.9W & 5.9S of Tabor, 2 County Hwy Agency,1984,0 Not on NHS,0,"A Open, no restriction",73.099998,26.8,bridge,fair,-1
2214056.974,-151278.5867,1912574,12114059,CK,12 CHARLES MIX,35540 274 STREET,"3.0S,0.4E OF ACADEMY", 2 County Hwy Agency,1925,0 Not on NHS,0,K Closed to all traffic,44.599998,16.00065617,bridge,,-1
2841420.933,471168.9833,1912575,26300172,CK,26 GRANT,479 AVE,3.0W & 1.8N ALBEE, 2 County Hwy Agency,2005,0 Not on NHS,0,"A Open, no restriction",90.099998,25.3,bridge,good,-1
2816894.575,191383.7824,1912576,6185159,I029,06 BROOKINGS,US014,US 14 & I 29 INTERCHANGE, 1 State Highway Agency,2017,0 Not on NHS,421.97,"A Open, no restriction",100,74,bridge,good,
2890826.394,-428365.6182,1912577,64115330,I029,64 UNION,330TH STREET,JEFFERSON INTERCHANGE, 1 State Highway Agency,1961,0 Not on NHS,0,"A Open, no restriction",84.599998,30,bridge,fair,
2758355.458,649078.5711,1912579,55151250,Jorgenson River,55 ROBERTS,125th Street,2N & 2E of Peever, 2 County Hwy Agency,1981,0 Not on NHS,0,"A Open, no restriction",81.699997,30.299,bridge,fair,-1
2682109.923,49097.76448,1912583,40039180,EAST FORK VERMILLION RV,40 LAKE,237 ST,4.7S & 3.6E WINFRED, 2 County Hwy Agency,1940,0 Not on NHS,0,"A Open, no restriction",88.199997,23.999,bridge,fair,-1
2358823.251,391435.7524,1912584,58109240,Turtle Creek,58 SPINK,172nd Street,1.0E 1.5N REDFIELD, 2 County Hwy Agency,1915,0 Not on NHS,0,P Posted for load,33.900002,17.999,bridge,poor,
1113610.295,108557.0455,1912587,52399299,RAPID CK,52 PENNINGTON,SD231,0.1 E JCT SD 445, 1 State Highway Agency,1974,0 Not on NHS,79.980003,"A Open, no restriction",77.099998,52.00131234,bridge,fair,
2489442.87,339826.8113,1912588,58352340,CREEK,58 SPINK,182ND STREET,10S & 5.2E DOLAND, 2 County Hwy Agency,1967,0 Not on NHS,0,P Posted for load,59.099998,30.2,bridge,poor,-1
1985449.76,114921.2382,1912590,43216034,STRAIGHT CK,43 LYMAN,IRR SD1806,6.7 NW JCT SD 273, 1 State Highway Agency,1997,0 Not on NHS,145.31,"A Open, no restriction",99.800003,36.00065617,bridge,fair,-1
2565723.342,131666.6207,1912592,49063018,REDSTONE CK,49 MINER,TOWN STREET,CITY PARK - CARTHAGE, 3 Town/Township Hwy Age,1955,0 Not on NHS,0,P Posted for load,11.7,12.5,bridge,poor,-1
2118864.908,-5509.867443,1912593,43466261,"BIG CK, I90 WF",43 LYMAN,I090 W,2.2 W OACOMA INTERCH, 1 State Highway Agency,1971,1 On the NHS,258.37,"A Open, no restriction",83.5,38,bridge,good,
1633082.166,6132.230335,1912594,36436105,SD063,36 JACKSON,I090 W,SD 63 S INTERCHANGE, 1 State Highway Agency,1968,1 On the NHS,163.03999,"A Open, no restriction",92.400002,37.99868766,bridge,fair,-1
2807248.795,188941.7312,1912595,6167164,6TH AVENUE,06 BROOKINGS,RCP&E RR,6TH AVENUE,27 Railroad,1936,0 Not on NHS,0,"A Open, no restriction",-2,20,bridge,,
2278026.264,356736.1446,1912596,30250062,CK,30 HAND,369 AVE,1 E & 6.2 S ROCKHAM, 2 County Hwy Agency,1935,0 Not on NHS,0,P Posted for load,42.799999,19.19947507,bridge,poor,-1
2714289.091,-34616.38403,1912598,44212100,E. Fork of Vermillion Rv,44 MCCOOK,254th Street,Clark Street in Montrose, 2 County Hwy Agency,1963,0 Not on NHS,0,"A Open, no restriction",99.400002,30,bridge,fair,-1
1062888.551,9103.239485,1912600,17314043,CENTER LAKE INLET,17 CUSTER,STATE PARK RD,8.4E 2.7N OF CUSTER,21 Other State Agencies,1950,0 Not on NHS,0,P Posted for load,26.799999,20,bridge,poor,-1
2512449.779,-230221.4567,1912601,34075220,CK,34 HUTCHINSON,41150 290 ST.,3 S & 0.5 E TRIPP, 2 County Hwy Agency,1920,0 Not on NHS,0,"A Open, no restriction",79.099998,26.3,bridge,fair,_
2714349.75,-197943.8956,1912602,63100172,TURKEY RIDGE CK,63 TURNER,COUNTY RD,6W & 5.8N VIBORG, 2 County Hwy Agency,2021,0 Not on NHS,0,"A Open, no restriction",91.5,24,bridge,good,
2892475.587,-21792.35916,1912605,50313088,Split Rock Creek,50 MINNEHAHA,5th Street,west of N. Main Avenue, 3 Town/Township Hwy Age,1966,0 Not on NHS,0,P Posted for load,54.400002,30,bridge,fair,
2869538.906,-76114.48739,1912607,50265190,BIG SIOUX RIVER,50 MINNEHAHA,"263RD ST, MAPLE ST",1.5S & 1.5W BRANDON, 2 County Hwy Agency,1979,0 Not on NHS,0,"A Open, no restriction",96.800003,32,bridge,fair,
2586318.778,67721.74036,1912610,49099140,ROCK CK,49 MINER,234 ST,1S & 6.1W HOWARD, 2 County Hwy Agency,1926,0 Not on NHS,0,P Posted for load,40.700001,18.99934383,bridge,poor,-1
2389048.772,258218.6373,1912611,3155070,Creek,03 BEADLE,197th Street,2.5W & 2N of Broadland, 2 County Hwy Agency,1928,0 Not on NHS,0,P Posted for load,35.099998,20,bridge,poor,-1
2415463.252,474317.2598,1912612,58220085,CREEK,58 SPINK,398TH AVE,2E & 2.5S BRENTFORD, 2 County Hwy Agency,1935,0 Not on NHS,0,"A Open, no restriction",97,28.001,bridge,good,-1
2450218.099,580541.6553,1912614,7290363,Creek,07 BROWN,405th Avenue,3.3S & 1W of Groton, 2 County Hwy Agency,1935,0 Not on NHS,0,P Posted for load,29.9,17.999,bridge,poor,-1
2506688.532,113551.8747,1912617,56191050,CK,56 SANBORN,225TH ST.,.9W 8N ARTESIAN, 2 County Hwy Agency,1905,0 Not on NHS,0,P Posted for load,37,16,bridge,fair,-1
2887486.166,370248.9112,1912619,20211128,W Br Lac qui Parle River,20 DEUEL,2ND AVE (GARY),SECOND AVE. GARY, 3 Town/Township Hwy Age,1930,0 Not on NHS,0,P Posted for load,28.200001,15.801,bridge,poor,
995217.7819,476348.5392,1912620,10142093,BATTLE CK,10 BUTTE,OLD HWY 85,28.2N 4.2E B FOURCHE, 2 County Hwy Agency,1945,0 Not on NHS,0,P Posted for load,34.5,20,bridge,poor,_
1119052.332,109076.6465,1912621,52409298,RAPID CK,52 PENNINGTON,I190,0.1 N JCT SD 44, 1 State Highway Agency,1973,1 On the NHS,0.12,"A Open, no restriction",95.400002,92.00131234,bridge,fair,
1762699.565,730087.27,1912622,16582080,Oak Creek,16 CORSON,Kenel Road,0.1E JCT SD 63, 2 County Hwy Agency,1968,0 Not on NHS,0,"A Open, no restriction",83.300003,30,bridge,fair,-1
1457162.634,-45044.85563,1912623,36105210,WHITE RV,36 JACKSON,IRR SD044,2.2 E 1.7 S OF INTERIOR, 1 State Highway Agency,1996,0 Not on NHS,123.68,"A Open, no restriction",97.800003,36.00065617,bridge,good,-1
1079189.423,361184.7991,1912624,10310304,DRY CK,10 BUTTE,SD079,3.7 N NEWELL & JCT 212 E, 1 State Highway Agency,1962,0 Not on NHS,136.64999,"A Open, no restriction",89.599998,30,bridge,fair,-1
2823662.544,-224678.0794,1912626,42065230,I029,42 LINCOLN,291 ST (FAS 6102),6 N SD 46 INTERCHANGE, 1 State Highway Agency,1961,0 Not on NHS,0,"A Open, no restriction",91.699997,30,bridge,fair,
2485232.404,249261.8632,1912627,3337090,Shue Creek,03 BEADLE,199TH ST,0.7E 9N Cavour, 2 County Hwy Agency,1985,0 Not on NHS,0,"A Open, no restriction",92.699997,26.001,bridge,fair,-1
2766718.7,-192238.2177,1912628,63200164,VERMILLION RV,63 TURNER,28440 460TH AVE,0.6N DAVIS, 2 County Hwy Agency,1997,0 Not on NHS,0,"A Open, no restriction",91.699997,20.01312336,bridge,fair,-1
2600420.179,-70256.34786,1912629,31177160,WOLF CK,31 HANSON,42970 260 STREET,1.0 N & 0.7 E EMERY, 2 County Hwy Agency,1996,0 Not on NHS,0,"A Open, no restriction",69.099998,22.6,bridge,fair,-1
2802764.486,218415.3369,1912630,6160108,BR NORTH DEER CK,06 BROOKINGS,470TH AVENUE,5.2N & 1W BROOKING, 2 County Hwy Agency,1979,0 Not on NHS,0,"A Open, no restriction",72.099998,26.299,bridge,fair,-1
1037277.482,60133.06722,1912631,52261399,SPRING CK,52 PENNINGTON,ROBINS ROOST ROAD,2E & 0.8N HILL CITY, 2 County Hwy Agency,1964,0 Not on NHS,0,P Posted for load,60.799999,21.099,bridge,fair,-1
2518059.779,-125041.3495,1912633,34094020,COFFEE CK,34 HUTCHINSON,41340 270 STR.,5N 3.5E PARKSTON, 2 County Hwy Agency,1934,0 Not on NHS,0,P Posted for load,69.099998,23.5,bridge,fair,_
2821752.42,191534.4635,1912635,6194160,WEST BR DEER CK,06 BROOKINGS,US014,0.9 E I 29 INTERCH, 1 State Highway Agency,1973,0 Not on NHS,422.54001,"A Open, no restriction",99.300003,43.99934383,bridge,fair,-1
2721935.308,-289402.5313,1912636,68228115,Turkey Creek,68 YANKTON,45080 303 ST,3.5 N Volin, 2 County Hwy Agency,2022,0 Not on NHS,0,"A Open, no restriction",98,24,bridge,good,
2564573.26,-307953.9909,1912637,5199140,Snatch Creek,05 BON HOMME,42090 305th Street,1S & 3.9E of Tyndall, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,40,23.7,bridge,poor,-1
2816999.715,186516.3673,1912640,6185169,"8TH ST S, RC,P&E RR",06 BROOKINGS,I029 N,0.9 S US 14 INTERCH, 1 State Highway Agency,1966,1 On the NHS,131.89,"A Open, no restriction",74.5,30,bridge,fair,
2480393.153,104545.9866,1912641,56140067,CK,56 SANBORN,408TH AVE,3E 5.3N FORRESTBURG, 2 County Hwy Agency,1964,0 Not on NHS,0,"A Open, no restriction",78.599998,30.499,bridge,fair,-1
2406282.645,513265.9802,1912642,58204010,MUD CREEK,58 SPINK,149TH ST,1.0E 5.0N BRENTFORD, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",68.699997,17.9,bridge,fair,-1
965614.9129,325002.1933,1912643,10097382,HAY CK,10 BUTTE,US085,0.8 N JCT SD 34, 1 State Highway Agency,1963,1 On the NHS,55.02,"A Open, no restriction",66.800003,52,bridge,fair,-1
2522022.979,-144132.5377,1912644,34100057,PONY CK,34 HUTCHINSON,27357 414 AVE.,"1.3N,3E NE COR. PARKSTON", 2 County Hwy Agency,1955,0 Not on NHS,0,"A Open, no restriction",93,22.001,bridge,fair,_
1222632.566,404391.9607,1912645,47348093,CAMP CK,47 MEADE,OLD 212(KILLDEAR),7S &0.2W MUD BUTTE, 2 County Hwy Agency,1967,0 Not on NHS,0,"A Open, no restriction",83.599998,23,bridge,fair,-1
2881509.709,519711.8623,1912646,26380083,NORTH FORK YELLOW BANK R,26 GRANT,487 AVENUE,9E & 1.3S MILBANK, 2 County Hwy Agency,1958,0 Not on NHS,0,P Posted for load,37,23.799,bridge,poor,-1
2492166.232,584820.1727,1912647,19010117,COUNTY ROAD,19 DAY,BURL NORTHERN RR,3W &.3N ANDOVER,27 Railroad,1912,0 Not on NHS,0,"A Open, no restriction",-2,20,bridge,fair,-1
2487625.053,-114077.9325,1912648,18140237,SOUTH FORK TWELVE MILE C,18 DAVISON,408TH AVENUE,1W & 13.7 S MITCHELL, 2 County Hwy Agency,1930,0 Not on NHS,0,P Posted for load,56.400002,20.299,bridge,poor,-1
1840198.763,302826.9867,1912649,60107160,CK,60 SULLY,188 STREET,20.3W & 3S ONIDA, 2 County Hwy Agency,1964,0 Not on NHS,0,"A Open, no restriction",58.700001,27.1,bridge,poor,-1
1957782.512,-46721.26927,1912651,43160339,WHITE RV,43 LYMAN,US183,TRIPP & LYMAN CO LINE, 1 State Highway Agency,2018,0 Not on NHS,61.529999,"A Open, no restriction",94.900002,36,bridge,fair,Cpl John W. Hutchison
2829758.771,498810.8142,1912652,26280119,CK,26 GRANT,477 AVENUE,1W & 4.9S MILBANK, 2 County Hwy Agency,2013,0 Not on NHS,0,"A Open, no restriction",100,25.3,bridge,good,-1
2857000.326,-334672.9604,1912653,64061150,CK,64 UNION,47610 312TH ST,3E & 1N SPINK, 2 County Hwy Agency,1992,0 Not on NHS,0,P Posted for load,38,27.29986877,bridge,poor,-1
2177534.988,249777.6128,1912654,30054260,CK,30 HAND,198TH ST,REE HEIGHTS, 2 County Hwy Agency,1930,0 Not on NHS,0,P Posted for load,48,19.59973753,bridge,poor,-1
2760066.474,-290011.7791,1912655,14060058,NORWEGIAN GULCH,14 CLAY,30280 458 AVE,5.8S & 6.0E IRENE, 2 County Hwy Agency,2006,0 Not on NHS,0,"A Open, no restriction",84,28,bridge,fair,-1
1747927.522,20527.15561,1912657,38114196,R&W RR,38 JONES,I090 E,2.6 E OKATON INTERCH, 1 State Highway Agency,1969,1 On the NHS,186.11,"A Open, no restriction",96.800003,37.99868766,bridge,fair,
2368944.796,-43028.82259,1912658,0215C158,I090,02 AURORA,SD258,PLANKINTON INTERCHANGE, 1 State Highway Agency,1965,0 Not on NHS,277.04999,"A Open, no restriction",88.199997,30,bridge,good,
2640177.332,10537.86818,1912659,44077010,W. Fork of Vermillion Rv,44 MCCOOK,245th Street,7N & 3.3W of Salem, 2 County Hwy Agency,2019,0 Not on NHS,0,"A Open, no restriction",100,32,bridge,good,
2730958.257,408093.4874,1912660,15215163,WILLOW CK,15 CODINGTON,I029 N,1.7 N US 212 INTERCH, 1 State Highway Agency,1973,1 On the NHS,179.64,"A Open, no restriction",95,37.99868766,bridge,fair,-1
2461634.211,344499.7685,1912661,58299330,CREEK,58 SPINK,181ST STREET,9S & 0.1W DOLAND, 2 County Hwy Agency,1933,0 Not on NHS,0,"A Open, no restriction",77.699997,24.101,bridge,fair,-1
2820119.313,165033.9755,1912662,6189211,MEDARY CK OVERFLOW,06 BROOKINGS,SD324,0.4 E I 29 INTERCH, 1 State Highway Agency,1974,0 Not on NHS,357.88,"A Open, no restriction",98.599998,32.00131234,bridge,fair,-1
2783979.001,-151984.0843,1912663,63236090,LONG CK,63 TURNER,46360 277 ST,2.6E CHANCELLOR, 2 County Hwy Agency,1987,0 Not on NHS,0,"A Open, no restriction",62.799999,26.5,bridge,poor,-1
2168484.65,283084.7778,1912664,30040199,WOLF CK,30 HAND,348TH AVE,6.1N & 1.2W REE HEIGHTS, 2 County Hwy Agency,1961,0 Not on NHS,0,"A Open, no restriction",78.699997,27.20144357,bridge,fair,-1
2818415.558,-64183.89937,1912665,50170164,I090,50 MINNEHAHA,N MARION RD,1.1 W I 29 INTERCH, 1 State Highway Agency,2010,0 Not on NHS,0,"A Open, no restriction",99.900002,80,bridge,good,
